GAMEPLAY_FeatEfficientMachineDescription,You've survived {days} days. Your body has adapted to these tough conditions. You now consume {bonus} fewer calories.,,
GAMEPLAY_Feat_FireMaster,Fire Master,,
GAMEPLAY_Feat_FireMasterDescription,"You've successfully started {count} fires. From now on, all your Survivors start with a Level {number} Fire Starting skill.",,
GAMEPLAY_Feat_FreeRunner,Free Runner,,
GAMEPLAY_Feat_FreeRunnerDescription,You've sprinted {distance}. Sprinting now burns {bonus} fewer Calories.,,
GAMEPLAY_Feat_SnowWalker,Snow Walker,,
GAMEPLAY_Feat_SnowWalkerDescription,You've travelled {distance} in the game. Your Stamina bar recharges {bonus} faster.,,
GAMEPLAY_FatigueReducedDesc,You're feeling more wakeful and energized. Temporarily reduces your Fatigue.,,
GAMEPLAY_ImprovedRestDesc,This will help you Rest more deeply. You'll recover more Condition per hour of Rest.,,
GAMEPLAY_WarmingUpDesc,"That warm food goes straight to your core, heating you from within. Protects against Cold while active.",,
GAMEPLAY_SnowShelterMustBeBuiltInSnow,Snow Shelter must be built in snow,,
GAMEPLAY_CurrentChallenge,Current Challenge,as in the challenge mode that is currently being played,
GAMEPLAY_Almanac,Almanac,as in a farmer's almanac,
GAMEPLAY_AlmanacStormCat1,Cat.1,storm category,
GAMEPLAY_AlmanacStormCat2,Cat.2,storm category,
GAMEPLAY_AlmanacStormCat3,Cat.3,storm category,
GAMEPLAY_AlmanacStormCat4,Cat.4,storm category,
GAMEPLAY_AlmanacStormCat5,Cat.5,storm category,
GAMEPLAY_AlmanacStormChance,{chance-val}% Chance,{chance-val} will be replaced by a number,
GAMEPLAY_BadgeReceived,Badge Received,,
GAMEPLAY_HeatingProgress,Heating...,,
GAMEPLAY_RequiresLightToRepair,You can't Repair while in the dark.,,
GAMEPLAY_MetalPot,Metal Pot,Metal pot used for cooking food,
GAMEPLAY_Optional,Optional,,
GAMEPLAY_Archery,Archery,,
GAMEPLAY_ArcheryBenefitsTier1,Base Archery Skill,,
GAMEPLAY_ArcheryBenefitsTier2,"Bow sway reduced by {sway-bonus}
Arrow damage increased by {damage-bonus}",,
GAMEPLAY_ArcheryBenefitsTier3,"Bow sway reduced by {sway-bonus}
Arrow damage increased by {damage-bonus}
Critical Hit chance increased by {crit-bonus}",,
GAMEPLAY_ArcheryBenefitsTier4,"Bow sway reduced by {sway-bonus}
Arrow damage increased by {damage-bonus}
Critical Hit chance increased by {crit-bonus}
Bleed Out time reduced by {bleed-bonus}
Per-use Condition loss reduced by {degrade-bonus}",,
GAMEPLAY_ArcheryBenefitsTier5,"Bow sway reduced by {sway-bonus}
Arrow damage increased by {damage-bonus}
Critical Hit chance increased by {crit-bonus}
Bleed Out time reduced by {bleed-bonus}
Per-use Condition loss reduced by {degrade-bonus}
Can fire bow when crouched",,
GAMEPLAY_ArcheryDescriptionTier1,"You are new to archery and have no special skills or knowledge. Although you can successfully fire an arrow from the bow, it feels awkward in your untrained hands.",,
GAMEPLAY_ArcheryDescriptionTier2,As your use of the bow increases it feels less awkward in your hands. Your aim is a little more steady and your shots deal more damage.,,
GAMEPLAY_ArcheryDescriptionTier3,You're turning into a decent archer. Your aim is increasingly more precise and with this you have a greater chance of inflicting critical damage.,,
GAMEPLAY_ArcheryDescriptionTier4,"You have become a skilled archer. You have a steady, accurate aim and a powerful shot. Your improved efficiency helps keep your equipment in good condition for longer. ",,
GAMEPLAY_ArcheryDescriptionTier5,You are one with your bow - it feels like an extenstion of your body and you are able to use your bow while crouched. Your eagle-eyed aim is deadly accurate. You are the hunter.,,
GAMEPLAY_HuntedPart2ChallengeFailHeader,"The Hunted, Part Two: Failed",,
GAMEPLAY_HuntedPart2ChallengeDeathDesc,You died,,
GAMEPLAY_HuntedPart2ChallengeSuccessHeader,"The Hunted, Part Two: Success",,
GAMEPLAY_HuntedPart2ChallengeSuccessDesc,"Feels like the Old Bear is dragging you, but where?",,
GAMEPLAY_HuntedPart2ChallengeSurvivalTimeHeader,Completion Time,,
GAMEPLAY_HuntedPart2ChallengeStartHeader,"The Hunted, Part Two",,
GAMEPLAY_HuntedPart2ChallengeStartDesc,"Now you're the Hunter. With the Bearkiller Rifle in hand, track the Old Bear to its Den.",,
GAMEPLAY_HuntedPart2ChallengeInstructions,Take the rifle and go face the Old Bear.,,
GAMEPLAY_HuntedPart2ChallengeLoadText,"Now you're the Hunter. With the Bearkiller Rifle in hand, track the Old Bear to its Den.

Take the rifle and go face the Old Bear.",,
GAMEPLAY_ChallengeHuntedPart2,"The Hunted, Part Two",,
GAMEPLAY_HuntedPart2Objective1,Track the Old Bear and kill it.,,
GAMEPLAY_HuntedPart2Objective2,Find the bear in its den.,,
GAMEPLAY_HuntedPart2ChallengeLocked,"Complete The Hunted, Part One to unlock this challenge.",,
GAMEPLAY_CannotRestRightNow,Cannot rest right now.,,
GAMEPLAY_Interloper,Interloper,name of ultimate difficulty mode,
GAMEPLAY_ExperienceModeDescInterloper,"You are not part of Mother Nature's plan, and you will bear the full force of her wrath. The true test of Human vs. Nature.",Flavour text for the Interloper experience mode.,
GAMEPLAY_ExperienceModeDescInterloperBullets,"•  For expert players looking for the ultimate wilderness Survival challenge.
•  You start with the most minimal resources, and have to craft everything you need to survive.
•  The world becomes more hostile the longer you survive.
•  Allows for 2 active Feats.",,
GAMEPLAY_BurnResearchNotification,You haven't completed researching this book. Continue?,,
GAMEPLAY_RadialPassTime,Pass Time,,
GAMEPLAY_HoursToPassTime,Hours To Pass Time,,
GAMEPLAY_RestDescription,"Advance time by sleeping, reducing Fatigue and regaining Condition if healthy.",,
GAMEPLAY_PassTimeDescription,Advance time without the benefits of sleep.,,
GAMEPLAY_ClothingRepair,Mending,,
GAMEPLAY_ClothingRepairBenefitsTier1,{roll-bonus}% Chance of Successful Repair,,
GAMEPLAY_ClothingRepairBenefitsTier2,"{roll-bonus}% Chance of Successful Repair
Repair time decreased by {time-bonus}",,
GAMEPLAY_ClothingRepairBenefitsTier3,"{roll-bonus}% Chance of Successful Repair
Repair time decreased by {time-bonus}
{cond-bonus} greater item condition increase",,
GAMEPLAY_ClothingRepairBenefitsTier4,"{roll-bonus}% Chance of Successful Repair
Repair time decreased by {time-bonus}
{cond-bonus} greater item condition increase
{sewing-bonus} reduction of sewing kit wear",,
GAMEPLAY_ClothingRepairBenefitsTier5,"{roll-bonus}% Chance of Successful Repair
Repair time decreased by {time-bonus}
{cond-bonus} greater item condition increase
{sewing-bonus} reduction of sewing kit wear",,
GAMEPLAY_ClothingRepairDescriptionTier1,"You have little knowledge or skill with mending cloth items. Although you can make basic repairs, your use of a sewing kit is clumsy and slow.",,
GAMEPLAY_ClothingRepairDescriptionTier2,Your sewing skills are improving. You are now making fewer mistakes and making your repairs a little more speedily.,,
GAMEPLAY_ClothingRepairDescriptionTier3,You're getting good at mending cloth items. You repairs are faster than before and more efficient. Mistakes are rare.,,
GAMEPLAY_ClothingRepairDescriptionTier4,An expert with a needle and thread. Your sewing skills allow you to keep your clothing in top condition using less time and less resources than before.,,
GAMEPLAY_ClothingRepairDescriptionTier5,"You have mastered the use of a needle and thread. You are fast, efficient and repair cloth items with ease.",,
GAMEPLAY_ActiveFeats,Active Feats,"Feats are a benefit that the player receives, this is the header for the screne where they choose which ones to enable and disable. It follows the words ""Choose Your"".",
GAMEPLAY_ActiveFeatsDescription,Select which unlocked feats you'd like to activate for this Sandbox game.,,
GAMEPLAY_Activate,Activate,"turn on, enable",
GAMEPLAY_Deactivate,Deactivate,"turn off, disable",
GAMEPLAY_Sleep,Sleep,,Ngủ
GAMEPLAY_CaloriesBurned,Calories Burned,"format is ""calories burned 999"", showing how many calories will be burned by performing an action",
GAMEPLAY_HoursToSleep,Hours To Sleep,,
GAMEPLAY_Hunted2BadgeName,"The Hunted, Part Two",,
GAMEPLAY_Hunted2BadgeDescLocked,"You have not completed The Hunted, Part Two.",,
GAMEPLAY_Hunted2BadgeDescUnlocked,"You have completed The Hunted, Part Two.",,
GAMEPLAY_Saving,Saving...,,Đang lưu...
GAMEPLAY_ToBeContinued,To be continued...,,Còn tiếp...
GAMEPLAY_Sawing,Sawing...,Using hacksaw on something,
GAMEPLAY_CannotDropDecoy,Cannot drop decoy right now,(note) Decoy is a piece of food dropped to distract wildlife,
GAMEPLAY_ChooseYourPlural,Choose Your,"To be used when the ""Choose Your"" is followed by a plural string",Lựa chọn của bạn
GAMEPLAY_PumpkinPie,Pumpkin Pie,,
GAMEPLAY_PumpkinPieDescription,"A delicious, seasonal dessert. It is warm, comforting and packed full of calories. Fact: Wildlife are known to be turned off by the scent of pumpkin.",,
